optimus_id,age,vh14p,vh12g,vote,prob
449898,47,0,0,0,0.010254133
379526,71,0,0,0,0.025075463
27820,42,0,0,0,0.015288103
243999,67,0,1,1,0.539952831
61526,79,1,1,1,0.892560729
711608,67,0,0,1,0.535744194
1099236,54,1,1,1,0.875042991
260402,83,0,0,1,0.522098785
1023858,44,1,1,1,0.801653591
753700,42,0,0,0,0.010045313
142804,35,1,1,1,0.772030508
546853,64,0,0,0,0.009679751
747099,76,0,1,1,0.446937408
739242,73,0,0,1,0.529547307
692258,42,0,0,0,0.009142597
172373,53,1,1,1,0.813898723
151098,50,0,0,0,0.005919006
854958,66,0,1,1,0.969873506
943670,58,0,0,0,0.016853003
86126,32,0,0,0,0.004408832
720210,53,0,1,1,0.481884285
75620,47,0,0,0,0.22075571
703290,21,0,0,0,0.011237482
1068845,63,0,1,1,0.945830316
34894,81,1,1,1,0.99369691
1030349,53,0,0,0,0.216518376
1012764,76,0,0,1,0.565381941
689193,51,0,0,0,0.00937702
945461,27,0,0,0,0.016503718
396369,52,0,0,0,0.145848194
1072971,84,1,1,1,0.994092786
1021885,48,0,0,0,0.158347371
50902,36,0,0,1,0.40155753
150818,38,0,0,0,0.006106366
566310,36,0,0,0,0.005160135
23490,30,0,0,0,0.00817049
595403,37,0,0,0,0.319935689
849434,60,0,0,0,0.014917836
169226,36,0,0,0,0.015646567
523717,52,0,0,0,0.009693171
719325,66,0,0,0,0.025219303
717194,59,0,1,1,0.569175022
171279,33,0,0,0,0.00617745
573030,21,0,0,0,0.004609448
72707,29,0,0,0,0.008120601
124045,42,0,0,1,0.531981252
995295,19,0,0,0,0.005587524
335951,70,0,1,1,0.52738565
804665,39,0,1,1,0.642023959
856994,75,0,0,0,0.014213349
133914,28,0,0,0,0.010440407
731305,54,0,0,0,0.115700442
1029373,21,0,0,0,0.010119885
329879,62,0,0,0,0.199091219
108075,38,0,0,0,0.005268547
789063,23,0,0,0,0.009053254
362305,78,0,0,1,0.438931225
814191,47,0,0,0,0.017346267
557319,41,0,0,0,0.045981145
805034,39,0,1,1,0.975167917
1079098,55,0,0,1,0.979859618
673469,49,0,1,0,0.325328842
165316,68,0,1,1,0.599148469
374348,39,0,0,0,0.007170481
1031430,65,0,1,1,0.983010964
776516,75,0,0,0,0.05291875
1071391,51,0,0,0,0.012730076
1098061,51,0,0,0,0.030041076
817707,74,0,1,1,0.956912959
1052224,56,0,0,1,0.542166418
1003000,60,0,0,0,0.043926491
989406,27,0,0,0,0.008214187
304427,30,0,0,0,0.02853229
261257,68,0,0,1,0.658386633
866444,82,0,0,0,0.012524991
79611,83,0,1,1,0.978599117
857371,70,0,0,0,0.120358958
981988,44,0,0,0,0.352849462
786722,67,0,0,0,0.044571833
114075,74,0,0,1,0.625327566
975656,78,0,0,0,0.03392699
823548,26,0,0,0,0.011709579
39346,41,0,0,0,0.329024451
1095531,85,0,0,0,0.035926798
369137,66,0,0,0,0.027233701
760398,22,0,0,0,0.00626917
544259,68,0,0,0,0.013155097
262979,69,0,1,1,0.523902069
681863,43,0,1,0,0.236579729
353358,30,0,0,0,0.062624312
863795,35,0,1,0,0.381970363
180157,75,0,0,0,0.026513068
266388,71,0,0,0,0.021610854
263715,79,0,0,0,0.032151847
219864,37,0,0,0,0.008182442
241693,58,0,1,1,0.41006545
69596,46,0,0,0,0.382448486
144650,69,0,0,0,0.353200507
609883,24,0,0,0,0.007802104
572857,33,0,0,0,0.008041805
409348,78,0,0,0,0.015310257
434235,23,0,0,0,0.006950124
881743,51,0,0,0,0.27947788
135200,67,0,0,1,0.550434316
504919,54,0,0,0,0.0217718
205472,43,0,0,0,0.025326447
550698,37,0,0,0,0.010024253
91349,41,0,0,0,0.007926448
601455,64,0,0,0,0.131307594
425254,26,0,0,0,0.004231894
310517,34,0,0,0,0.013454609
147761,37,0,0,0,0.006633545
985215,71,0,1,1,0.614492958
560834,56,1,1,1,0.785115443
647104,23,0,0,0,0.003175475
508286,55,0,0,0,0.008847944
843371,31,0,0,0,0.01371682
339844,56,0,0,0,0.02440856
234216,25,0,0,0,0.003992427
542069,56,0,0,0,0.05370984
358687,91,0,0,0,0.124695482
892367,56,0,1,1,0.658665985
346030,53,0,1,0,0.164110932
554147,71,0,0,0,0.01246041
728493,22,0,0,0,0.006312755
988617,25,0,0,0,0.006496845
828216,61,1,0,1,0.882021886
580261,42,0,0,0,0.007034078
932979,50,0,0,0,0.009827219
24387,23,0,0,0,0.003809499
162972,30,0,0,0,0.012267789
235265,34,0,0,0,0.09676219
994172,68,0,0,1,0.960675868
174411,63,0,1,1,0.403921279
852045,57,0,0,0,0.011623517
302093,55,1,1,1,0.990939155
43227,29,0,0,0,0.034415231
88191,50,0,0,0,0.310785587
891704,47,0,0,0,0.027189027
887624,46,0,1,0,0.366468625
720506,30,0,0,1,0.563696147
882778,79,1,1,1,0.994914532
301297,78,1,1,1,0.994908065
823990,33,0,0,0,0.389113346
820149,33,0,0,0,0.010793379
782038,71,0,1,1,0.588612057
650715,36,0,0,0,0.015599354
358388,56,0,0,0,0.126631443
557917,80,0,1,1,0.621988259
226686,69,0,0,0,0.236670466
472460,75,0,1,1,0.971603079
1089766,72,0,0,0,0.038437295
327516,34,0,0,0,0.397400011
414639,65,0,0,0,0.112560265
393819,23,0,0,0,0.008449915
643733,34,0,0,0,0.004930872
428839,71,0,0,0,0.046158934
367800,30,0,0,0,0.067478605
738704,72,0,0,0,0.343069645
1088611,32,0,0,0,0.00441167
888956,58,1,1,1,0.821132698
83647,85,1,1,1,0.994486754
252899,28,0,0,0,0.004918351
847583,22,0,0,0,0.005602488
1025370,44,0,0,0,0.153268128
355895,50,0,0,0,0.231554145
1075633,42,0,0,0,0.106969942
1091064,36,0,0,0,0.021926691
941797,81,0,1,1,0.979551085
386895,57,1,0,1,0.887599051
41150,43,0,0,0,0.006676411
376999,47,0,0,0,0.009646431
308450,82,0,1,1,0.644973994
962741,52,0,0,0,0.043385527
797085,53,0,0,0,0.014817193
484326,69,0,0,0,0.030240258
293264,58,0,0,0,0.026691466
771742,75,1,1,1,0.994708859
234680,44,0,1,1,0.707507891
687507,58,0,1,1,0.629328338
935183,28,0,0,0,0.005852429
276321,59,0,0,0,0.013030627
554458,23,0,0,0,0.005920756
250348,63,0,0,0,0.079451419
511967,22,0,0,0,0.005817555
949589,69,0,1,1,0.96472077
179693,62,1,1,1,0.905101704
313409,38,0,0,0,0.00758905
221757,29,0,0,0,0.00415709
711108,82,0,1,0,0.275713704
600256,71,0,1,1,0.551488275
828504,34,0,0,0,0.013374562
474523,35,0,0,0,0.007088899
354493,68,0,0,0,0.037391095
747725,45,0,1,1,0.482885686
609637,55,0,0,0,0.034869778
322289,63,0,0,1,0.461161319
863179,62,0,0,0,0.342784849
462306,46,0,0,0,0.059174952
850,52,0,1,1,0.433601496
331982,57,0,0,0,0.008895756
104736,31,0,0,0,0.008829737
466010,48,0,0,1,0.444427031
363198,21,0,0,0,0.004956229
846661,25,0,0,0,0.011171714
930926,86,0,0,0,0.032665426
760649,45,0,0,1,0.606152293
722935,58,1,1,1,0.992883035
626297,25,0,0,0,0.004483343
173677,64,0,0,0,0.011182137
527985,50,0,1,0,0.159968804
905751,90,1,1,1,0.994175574
767102,33,0,0,0,0.006063362
514864,31,0,0,0,0.312038427
549469,24,0,0,0,0.006693747
294713,46,0,0,0,0.141594094
621598,25,0,0,0,0.00754499
277536,23,0,0,0,0.006587162
630716,64,0,1,1,0.490508051
367078,58,0,0,0,0.010846333
968343,72,0,0,0,0.018873481
881755,56,1,1,1,0.988546528
317505,68,0,0,0,0.012533533
654264,82,0,0,1,0.540156457
102908,82,0,1,1,0.780202855
154974,72,0,0,0,0.009088292
55629,89,0,0,0,0.020633033
239724,67,1,0,1,0.46676234
1043205,79,0,0,1,0.630264089
498945,38,0,0,0,0.008957647
1089971,80,1,1,1,0.994520497
683709,71,0,0,0,0.015187591
692229,48,0,0,1,0.416404949
738248,71,0,0,0,0.041136887
952890,25,0,0,0,0.009948647
436449,67,0,1,1,0.52887115
1013782,89,1,1,1,0.997015743
643815,36,0,0,0,0.006276825
404170,59,0,0,1,0.588417247
675199,63,0,0,0,0.008008161
212637,33,0,0,0,0.378119114
291031,48,0,0,1,0.481344602
287959,41,0,0,0,0.241821976
285573,45,0,0,0,0.340726071
749527,51,1,1,1,0.992465122
1100057,63,0,0,0,0.05043514
150406,69,0,0,0,0.015279502
177357,40,0,1,1,0.486387092
1050725,59,0,0,0,0.015463212
756413,48,0,0,0,0.023603987
6559,47,0,0,0,0.016224983
1096802,57,0,0,0,0.028854836
607428,53,0,0,0,0.00940858
930869,30,0,0,0,0.006953921
54848,72,0,0,0,0.014170259
125261,68,0,0,0,0.013768419
982720,56,0,0,1,0.420637977
681713,59,0,0,0,0.00919994
903484,63,1,1,1,0.994141698
576106,30,0,0,0,0.005800318
452279,75,1,1,1,0.601043084
405853,55,0,0,0,0.026111408
581554,53,0,0,0,0.00805519
579305,27,0,0,0,0.008493743
450612,68,0,1,1,0.5505485
591751,63,0,0,0,0.274931113
608509,83,0,1,1,0.969852242
353620,28,0,0,0,0.004501177
328416,36,0,0,0,0.009393895
883942,60,0,0,0,0.010405551
144224,48,0,0,0,0.015117917
886396,34,0,1,0,0.388276056
158332,49,1,1,1,0.811726803
978728,76,0,0,0,0.020106042
206758,57,0,0,0,0.011961867
1007017,49,1,1,1,0.992817009
561819,31,0,0,0,0.014287585
1023897,58,0,0,1,0.558941222
1041894,39,0,1,0,0.142027125
697714,40,0,0,0,0.011942907
139095,53,0,1,0,0.339053434
923702,40,0,0,0,0.029284583
464207,43,0,0,0,0.01218713
972535,21,0,0,0,0.004424021
175048,60,0,0,0,0.020405653
317236,64,0,1,1,0.57994605
892548,66,0,0,1,0.515977036
958610,66,1,1,1,0.994180227
1071294,73,1,1,1,0.992598848
427776,36,0,0,0,0.005358674
803681,41,0,0,1,0.505083301
677881,51,0,0,0,0.010383643
1019846,20,0,0,0,0.008304334
268539,40,0,0,0,0.015745093
106128,71,0,1,1,0.523839875
321828,40,0,0,0,0.007976083
460633,28,0,0,0,0.008965272
590682,36,0,0,1,0.486614818
436742,24,0,0,0,0.004658093
515609,78,0,0,0,0.129401058
551600,73,0,0,0,0.012617164
902584,64,0,0,0,0.239353984
267666,63,0,1,1,0.957687601
2005,61,0,0,0,0.007684024
210114,68,0,0,1,0.582497289
593634,46,0,0,0,0.007814116
965246,54,0,1,1,0.661415361
754856,55,0,0,0,0.011145114
825105,87,0,1,1,0.969624493
445473,55,0,0,0,0.00803872
779843,65,1,1,1,0.88828946
698179,68,0,0,0,0.015273493
746143,68,0,0,0,0.258388874
216890,27,0,0,0,0.005439192
103740,25,0,0,0,0.007580312
926027,41,0,0,0,0.009502513
231939,28,0,0,0,0.007637395
197106,59,0,0,0,0.014732657
496762,35,0,1,0,0.227332215
509725,24,0,0,0,0.005234635
122623,73,0,0,0,0.155855507
384816,27,0,0,0,0.003960158
884618,54,1,1,1,0.992770101
332668,43,0,0,1,0.494330406
1082162,61,0,0,1,0.542582976
128814,75,0,0,0,0.263025523
96823,73,0,1,1,0.583140159
780036,88,0,1,1,0.663559291
859421,68,0,0,0,0.011515579
475607,22,0,0,0,0.008280893
572099,43,0,0,0,0.136565686
116585,81,0,0,1,0.668106012
1041352,21,0,0,0,0.005565785
326517,84,0,0,0,0.021853332
867272,68,0,0,0,0.016837704
536760,74,0,1,1,0.97252248
914480,68,0,0,0,0.05869445
1082313,30,0,0,0,0.019820195
883355,62,0,0,0,0.338886974
338533,55,0,1,0,0.121734154
283102,70,0,1,1,0.980069659
188920,45,0,0,0,0.299249168
384843,23,0,0,0,0.005172572
766006,67,0,0,1,0.406477692
1032910,74,0,0,0,0.023013241
359035,33,0,0,0,0.00546268
1075263,60,0,0,1,0.573305931
860299,68,0,0,0,0.076471091
1044883,68,0,0,0,0.287071686
990809,22,0,0,0,0.006396517
468074,33,0,0,0,0.013471827
465100,21,0,0,0,0.010176728
868282,60,0,1,0,0.095993061
514467,62,0,0,0,0.01268469
346424,23,0,0,0,0.006455658
8283,67,1,1,1,0.92519789
364714,26,0,0,0,0.004188802
493839,25,0,0,0,0.005711581
270726,27,0,0,0,0.007034268
818968,62,0,0,1,0.536643172
451455,52,0,0,0,0.012812182
410945,20,0,0,0,0.004102689
263082,62,0,0,0,0.242254454
453134,46,0,0,0,0.008483797
470894,53,0,0,0,0.013164222
2561,28,0,0,0,0.011450046
637530,41,1,1,1,0.970837317
463352,33,0,0,0,0.007292192
892395,70,0,0,0,0.26472199
839299,43,0,0,0,0.007959242
382923,29,0,0,0,0.004477086
785944,50,0,0,0,0.076781863
36355,51,0,0,0,0.015867879
273969,42,1,1,0,0.065767745
1002976,46,1,1,1,0.900478952
551117,44,0,0,0,0.301406046
227150,24,0,0,0,0.006037208
1061949,25,0,0,0,0.00906492
83940,35,0,0,0,0.014149947
238596,79,1,1,1,0.884888524
580180,59,0,0,0,0.129800949
467447,68,0,0,0,0.014008149
629452,43,0,0,0,0.063604124
92932,49,0,1,1,0.5657682
1074092,65,0,1,1,0.535997341
503970,51,0,0,0,0.007180903
335170,55,0,0,0,0.012047859
384918,73,1,0,1,0.99502412
1011209,28,0,0,0,0.014246901
614185,47,0,0,0,0.115754754
166317,52,0,0,1,0.444434985
453940,68,0,0,1,0.533515024
343423,69,0,0,0,0.015367751
421652,53,0,1,1,0.583874835
800235,38,0,0,0,0.017074331
322718,36,0,1,1,0.412268716
264045,34,0,0,0,0.007080963
818098,32,0,0,0,0.012649155
535092,61,0,0,0,0.011521265
674987,65,1,1,1,0.994034342
903841,72,0,0,1,0.599852427
93418,53,0,0,1,0.610079871
1028827,37,0,0,0,0.24082879
943249,21,0,0,0,0.007455181
302916,59,0,0,0,0.026280088
150750,36,0,0,0,0.006329264
1045697,47,0,0,1,0.512006964
335937,82,0,1,1,0.665256334
806700,46,0,1,1,0.539141324
663770,68,0,1,1,0.959070296
1091586,86,0,0,1,0.545407514
831852,81,0,1,1,0.620453813
297837,58,0,0,0,0.025914005
717949,51,0,0,0,0.010043506
906503,54,1,1,1,0.991672953
950395,41,0,0,0,0.009985422
109702,48,0,0,0,0.007502414
306025,33,0,0,0,0.004887638
447930,21,0,0,0,0.00725987
84087,45,0,0,0,0.006994467
43034,35,0,0,0,0.009679435
241945,42,0,0,0,0.009323531
548687,52,0,1,1,0.585818591
92015,59,1,1,1,0.993126046
643402,29,0,0,0,0.004207498
824469,35,0,0,0,0.007276785
459551,82,0,1,1,0.973701285
65223,59,0,0,0,0.011795309
61885,79,0,0,0,0.025506845
28863,30,0,0,0,0.008220857
346193,52,0,0,0,0.013404352
768374,28,0,0,0,0.006580086
1046105,42,0,0,0,0.012931299
418960,60,0,0,0,0.133006062
921499,59,1,1,1,0.877771616
942951,45,0,1,1,0.949302667
19943,70,0,0,0,0.011953648
902005,36,0,0,0,0.336975678
349764,55,0,0,1,0.405181834
1071768,68,0,0,0,0.023969704
333347,61,1,1,1,0.907432889
1002390,51,0,1,1,0.96969746
391703,78,0,0,0,0.011033531
336517,81,0,0,0,0.032433068
773868,80,0,0,0,0.087561112
399446,31,0,0,0,0.005649098
97615,55,0,0,0,0.013576595
147951,47,1,1,1,0.742321322
870736,63,0,0,0,0.070105305
600088,51,0,0,1,0.644021886
590901,25,0,0,0,0.007399062
287104,27,0,0,0,0.006206032
472303,81,0,0,0,0.159978483
1103120,57,0,0,0,0.033509869
294359,53,0,0,0,0.022700449
122543,46,0,1,0,0.358702801
811006,44,0,0,0,0.281902537
1060561,71,0,0,1,0.712837366
80659,25,0,0,0,0.007906325
553025,56,0,1,1,0.527767012
1035850,41,0,0,0,0.023153853
948187,69,0,0,0,0.011238523
46005,54,0,0,0,0.014942674
637050,26,0,0,0,0.006134855
998696,26,0,0,0,0.007333712
508974,85,0,0,0,0.042885673
761157,32,0,0,0,0.015136482
477685,27,0,0,0,0.007915604
955829,39,0,0,0,0.007904641
440669,58,0,1,1,0.410339732
138536,56,0,0,0,0.193749123
1077513,67,0,1,0,0.053043437
344036,47,0,0,0,0.01023625
774691,74,0,0,0,0.033928188
741082,39,0,0,0,0.008669039
345767,22,0,0,0,0.003690988
755730,59,0,1,1,0.574400341
593846,31,0,0,0,0.125632422
558433,54,0,0,0,0.011290252
81780,61,0,0,0,0.013923221
816898,58,1,1,1,0.99508636
1085576,65,0,0,1,0.560687925
390443,29,0,0,0,0.006356743
295416,71,0,0,1,0.541077702
423382,30,0,0,0,0.067708157
153456,26,0,0,0,0.011439587
706290,47,0,0,0,0.00744581
763876,29,0,0,0,0.007756295
301592,58,0,0,0,0.089772991
529088,55,0,0,0,0.24680564
367704,40,0,1,0,0.149923466
144710,55,0,0,0,0.016555513
204322,27,0,0,0,0.006881345
161684,25,0,0,0,0.005671847
803163,58,0,0,1,0.602614978
857030,26,0,0,0,0.008321726
116087,81,0,0,0,0.010383564
859472,60,0,1,1,0.9652563
137363,47,0,0,0,0.015374519
1030440,55,0,1,1,0.626429561
392366,29,0,0,0,0.010252246
436959,63,0,0,0,0.019006165
80307,49,0,0,0,0.259727921
306609,75,0,0,0,0.113446159
601955,58,0,0,0,0.031427712
423738,45,0,0,0,0.003890963
1100834,30,0,0,0,0.006221284
449383,50,0,0,0,0.008386493
784444,71,0,0,0,0.250113462
4286,33,0,0,0,0.006187549
174449,61,0,0,0,0.018374818
1040682,68,0,0,0,0.03276969
152172,64,0,1,1,0.423562875
1070918,22,0,0,0,0.006784759
1012053,35,0,0,0,0.020793227
395623,20,0,0,0,0.003626741
250333,74,0,0,0,0.021557191
39376,35,0,0,0,0.018586697
1003713,53,0,0,0,0.041685437
758136,23,0,0,0,0.008430976
538591,78,0,0,0,0.016500988
371200,72,0,0,0,0.029826521
194434,52,0,1,1,0.954159182
593795,25,0,0,0,0.006833088
938571,48,0,0,0,0.006646607
163306,70,0,0,0,0.013598048
880407,82,1,1,1,0.995329966
108350,70,0,0,0,0.052328776
666741,82,0,0,0,0.273137862
493115,44,0,1,0,0.019221817
562983,63,1,1,1,0.991142308
45649,33,0,0,1,0.426147731
885015,51,0,0,0,0.169592826
319584,39,0,0,0,0.011522684
903248,65,0,0,0,0.012719194
1088787,33,0,0,0,0.013752527
695443,34,0,1,0,0.189700378
96683,68,0,1,1,0.970571568
928011,65,0,0,0,0.046885019
343593,54,0,0,0,0.017724137
99078,27,0,0,0,0.005086603
822169,31,0,0,0,0.005079313
649023,60,0,0,0,0.026731709
554363,74,0,0,0,0.036591203
691973,72,0,1,0,0.199574062
112425,85,0,0,0,0.014389298
531601,60,0,1,0,0.287865474
595822,66,0,0,0,0.012615778
799853,65,0,0,0,0.118727191
313583,22,0,0,0,0.005979329
161634,47,0,0,0,0.005966448
728972,60,0,0,0,0.018135643
874380,59,0,0,0,0.013775791
736383,76,0,0,1,0.41472551
165962,28,0,0,0,0.006096144
821958,53,0,0,0,0.092176589
536525,77,0,1,1,0.973997478
267917,85,0,0,0,0.130430014
553484,59,0,0,0,0.014945732
1096394,56,0,1,1,0.488958391
118386,65,0,0,0,0.026980546
572445,46,0,0,0,0.012859683
415993,23,0,0,0,0.003683748
830756,61,0,1,1,0.970736784
632784,32,0,0,0,0.006385488
1050,25,0,0,0,0.008924825
69237,73,1,0,1,0.921826997
791526,79,0,1,1,0.640914174
75061,69,0,0,1,0.522002264
194737,68,0,0,0,0.017551766
654624,56,1,0,0,0.055991999
528854,68,0,0,0,0.303544489
216081,50,1,0,1,0.884137122
464690,23,0,0,0,0.005842197
463919,51,0,0,0,0.056424886
509248,22,0,0,0,0.005080498
1041578,65,0,0,0,0.021456668
474180,27,0,0,0,0.015072469
131415,50,0,0,0,0.031233118
265741,43,0,0,0,0.014809761
607849,90,0,0,0,0.029559644
919242,38,0,0,1,0.469074686
38027,26,0,0,0,0.013131932
939910,31,0,0,0,0.177092319
951520,57,0,1,1,0.722389192
774312,61,1,1,1,0.991449498
884001,48,0,0,0,0.009639677
1030772,65,0,1,1,0.67822131
381619,43,0,0,0,0.355489694
508262,34,0,0,0,0.004648035
1027259,63,0,1,1,0.655742788
388674,19,0,0,0,0.005109238
520192,44,0,1,1,0.573033031
378312,56,0,0,1,0.407244956
275144,45,0,1,0,0.124806468
123824,74,1,1,1,0.40052128
209021,50,0,1,1,0.529934158
103316,76,1,1,1,0.993207349
559,58,0,0,1,0.51907787
459930,30,0,0,0,0.005553027
1033893,46,0,0,0,0.012066127
885497,71,0,0,0,0.264647605
912510,67,1,1,1,0.914669846
1098745,81,1,1,1,0.988048101
782886,72,0,1,1,0.680654631
122748,76,0,0,1,0.429288802
742386,30,0,0,0,0.00630449
906325,26,0,0,0,0.02071718
295262,71,0,1,0,0.367510733
252226,46,0,1,0,0.392761603
969375,52,0,0,0,0.01427261
798099,56,0,0,0,0.263593638
626003,41,1,0,1,0.979971715
1082310,62,0,0,0,0.036471973
855009,79,0,0,0,0.15308581
26643,68,0,0,1,0.678465545
809858,61,0,1,1,0.667312819
793826,71,0,1,1,0.981517886
901918,41,0,0,0,0.091674194
393110,55,0,0,0,0.01161767
309438,55,0,0,0,0.022100447
376429,75,0,1,1,0.462226378
795603,48,0,0,0,0.014675135
834056,67,0,0,0,0.155830441
953015,55,0,0,0,0.018222377
349173,41,0,0,0,0.123026983
106776,41,0,0,0,0.38048803
767968,74,0,0,1,0.586399994
685471,57,0,0,0,0.272281417
414343,39,0,1,0,0.337494959
153572,23,0,0,0,0.005443417
170539,26,0,0,0,0.012662872
418379,61,0,0,0,0.011609938
206002,49,0,0,0,0.012578788
827636,55,0,1,1,0.953294365
57569,68,0,0,0,0.379613337
826835,66,0,0,0,0.04984818
631563,59,0,0,0,0.007420025
456813,28,0,0,0,0.011614221
115748,78,0,0,0,0.02103629
1098830,60,0,1,1,0.962701335
840797,38,0,0,0,0.009333489
890365,57,0,1,1,0.555157132
39870,25,0,0,0,0.005144494
166616,58,0,1,1,0.570293507
295696,53,0,0,0,0.024486626
1058436,61,0,0,0,0.032584436
84832,23,0,0,0,0.005917859
481576,50,0,0,0,0.009292069
129315,68,0,0,0,0.013838535
589082,50,0,0,0,0.189184052
832042,79,1,1,1,0.993259981
52936,70,0,0,1,0.4783305
868202,46,0,0,0,0.031618973
368175,55,0,0,0,0.018425027
157434,42,0,0,0,0.008429761
876207,63,0,1,1,0.545452673
574373,60,1,1,1,0.867144178
990467,52,0,0,1,0.518646381
467431,48,0,0,0,0.011408464
879268,60,0,1,1,0.983205137
286990,28,0,0,0,0.052256358
291245,44,0,0,0,0.315792555
304144,77,0,1,1,0.600889528
795416,28,0,0,0,0.031051547
1003411,90,0,1,0,0.391807767
1049439,69,1,1,1,0.994283946
832069,36,0,0,0,0.047357956
1052364,49,0,0,0,0.040231113
337634,63,0,0,0,0.028040861
160798,61,0,0,0,0.011557195
727159,33,0,0,0,0.261658544
917753,31,0,0,0,0.108872532
273125,47,0,1,0,0.351166128
1025420,68,0,1,1,0.979572296
40549,30,0,0,0,0.010824278
641270,40,0,0,0,0.021935223
69814,41,0,0,0,0.026334079
647167,44,1,1,1,0.755815138
42877,38,0,0,0,0.006510498
628063,44,0,0,0,0.015589885
19099,33,0,0,0,0.017693538
921198,71,0,0,0,0.027871146
218665,44,0,0,0,0.011268279
751833,78,0,1,1,0.474469797
377354,61,0,0,1,0.953690242
283587,56,0,0,0,0.027534733
860852,49,0,0,0,0.187412342
535398,56,0,0,0,0.010751591
1051661,22,0,0,0,0.014056155
416544,53,0,0,0,0.00935571
114537,78,0,0,0,0.072524114
698295,76,0,0,0,0.091805816
1088750,64,0,0,0,0.023719888
965239,85,0,1,1,0.755056599
225847,34,0,0,0,0.010984996
822992,75,0,1,1,0.600712458
168827,21,0,0,0,0.005447839
313706,38,0,0,0,0.12137401
665555,52,0,0,0,0.013291427
542179,50,0,0,1,0.512427697
593754,79,0,0,0,0.020154044
122723,80,0,0,0,0.035701557
1019812,26,0,0,0,0.013732276
405795,38,0,0,0,0.106013254
817250,31,0,0,0,0.021004599
219232,40,0,0,0,0.10149301
10176,63,1,1,1,0.995858377
404611,50,0,0,0,0.009213008
89990,26,0,0,0,0.00585243
786320,49,1,1,1,0.90643184
1007221,48,0,0,0,0.160574833
256141,65,0,0,1,0.609915186
582925,65,0,0,0,0.132812752
619931,47,0,0,0,0.008289736
55981,26,0,0,0,0.008462324
442727,59,0,0,0,0.011800558
865450,62,0,0,0,0.010881473
268714,71,0,1,1,0.646595765
367685,72,0,0,0,0.080585269
663747,30,0,0,0,0.008446136
804210,25,0,0,0,0.011578728
164317,46,0,0,1,0.462357791
657815,25,0,0,0,0.006860113
33046,67,0,0,0,0.031644757
454280,75,0,1,1,0.641679816
560693,36,0,1,0,0.012585737
63482,65,0,0,0,0.202305
727747,53,0,0,0,0.008170516
68372,37,0,0,0,0.012319692
245177,43,1,1,0,0.065456142
424993,71,0,0,0,0.013240712
51570,22,0,0,0,0.008326601
105298,54,0,1,1,0.533836455
610047,70,0,1,1,0.55470035
857094,67,0,0,0,0.040092116
1097707,43,0,0,0,0.016092955
1003834,73,0,0,0,0.030019916
959923,65,1,1,1,0.921877239
33719,76,0,1,1,0.526071964
684957,52,0,1,1,0.965530078
451499,70,0,0,0,0.015661069
233211,42,0,0,0,0.008803881
410438,54,1,1,1,0.71687265
44575,54,0,0,0,0.093776895
500561,66,0,0,0,0.011683216
888201,58,1,1,1,0.864397444
500083,54,0,1,1,0.645513898
120529,40,0,0,0,0.015610934
620638,38,0,0,0,0.005495987
494435,75,0,0,0,0.019231318
975108,35,0,0,0,0.139683151
13386,76,1,1,1,0.605042751
480771,62,1,1,1,0.656969292
319790,69,0,0,0,0.011570487
20257,46,0,0,0,0.013441061
141743,27,0,0,0,0.006662937
