"","optimus_id","age","vh14p","vh12g","vote","prob"
"160",409348,78,"0","0",0,0.0132448462990102
"161",434235,23,"0","0",0,0.00723054538923375
"162",881743,51,"0","0",0,0.265335964309165
"163",135200,67,"0","0",1,0.522027124910621
"164",504919,54,"0","0",0,0.0225987569096882
"165",205472,43,"0","0",0,0.0219496733492052
"166",550698,37,"0","0",0,0.0107045044236072
"167",91349,41,"0","0",0,0.00792112714435954
"168",601455,64,"0","0",0,0.13706070657729
"169",425254,26,"0","0",0,0.00545953864720859
"170",310517,34,"0","0",0,0.0143654491138732
"171",147761,37,"0","0",0,0.00672340991398208
"172",985215,71,"0","1",1,0.61160644093264
"173",560834,56,"1","1",1,0.794780079779989
"174",647104,23,"0","0",0,0.00324998777635356
"175",508286,55,"0","0",0,0.00872719565970957
"176",843371,31,"0","0",0,0.0141056536852398
"177",339844,56,"0","0",0,0.0225529996638424
"178",234216,25,"0","0",0,0.00410540148709176
"179",542069,56,"0","0",0,0.053506826687171
"180",358687,91,"0","0",0,0.120706919605014
"181",892367,56,"0","1",1,0.672392842922637
"182",346030,53,"0","1",0,0.190313598656311
"183",554147,71,"0","0",0,0.0124753151891917
"184",728493,22,"0","0",0,0.00680265691353158
"185",988617,25,"0","0",0,0.00699552009082735
"186",828216,61,"1","0",1,0.887390100371555
"187",580261,42,"0","0",0,0.00736594963927039
"188",932979,50,"0","0",0,0.0102696652112674
"189",24387,23,"0","0",0,0.00392463423991034
"190",162972,30,"0","0",0,0.0111290408185927
"191",235265,34,"0","0",0,0.0995118363421403
"192",994172,68,"0","0",1,0.953484294610877
"193",174411,63,"0","1",0,0.395347821425214
"194",852045,57,"0","0",0,0.0115552311371633
"195",302093,55,"1","1",1,0.989908333581953
"196",43227,29,"0","0",0,0.0356421489985365
"197",88191,50,"0","0",0,0.361041221317407
"198",891704,47,"0","0",0,0.0285844185968528
"199",887624,46,"0","1",0,0.343475715986843
"200",720506,30,"0","0",1,0.554097782393904
"201",882778,79,"1","1",1,0.9951762170951
"202",301297,78,"1","1",1,0.994239845785096
"203",823990,33,"0","0",0,0.394749294134648
"204",820149,33,"0","0",0,0.0109608659058673
"205",782038,71,"0","1",1,0.588493325816212
"206",650715,36,"0","0",0,0.0167538280255375
"207",358388,56,"0","0",0,0.127624080307903
"208",557917,80,"0","1",1,0.639688813511864
"209",226686,69,"0","0",0,0.245954319769069
"210",472460,75,"0","1",1,0.972637019502123
"211",1089766,72,"0","0",0,0.033523137803753
"212",327516,34,"0","0",1,0.435310658784451
"213",414639,65,"0","0",0,0.101512830281358
"214",393819,23,"0","0",0,0.00866904652641441
"215",643733,34,"0","0",0,0.00525682854224251
"216",428839,71,"0","0",0,0.0454270623704419
"217",367800,30,"0","0",0,0.06950472557243
"218",738704,72,"0","0",0,0.364907070606251
"219",1088611,32,"0","0",0,0.00466439904335217
"220",888956,58,"1","1",1,0.82413582170892
"221",83647,85,"1","1",1,0.994414743383794
"222",252899,28,"0","0",0,0.00501710494104071
"223",847583,22,"0","0",0,0.0057486676100303
"224",1025370,44,"0","0",0,0.136333859714252
"225",355895,50,"0","0",0,0.235447123561764
"226",1075633,42,"0","0",0,0.112346448377558
"227",1091064,36,"0","0",0,0.0200252314857834
"228",941797,81,"0","1",1,0.979580709028436
"229",386895,57,"1","0",1,0.880868796872456
"230",41150,43,"0","0",0,0.00677963550637914
"231",376999,47,"0","0",0,0.0101730320275039
"232",308450,82,"0","1",1,0.647243662088157
"233",962741,52,"0","0",0,0.0457822590150695
"234",797085,53,"0","0",0,0.0147683267134448
"235",484326,69,"0","0",0,0.0294086155281173
"236",293264,58,"0","0",0,0.0258851702500176
"237",771742,75,"1","1",1,0.995084593738959
"238",234680,44,"0","1",1,0.72115116075921
"239",687507,58,"0","1",1,0.613327712484229
"240",935183,28,"0","0",0,0.00597678808264565
"241",276321,59,"0","0",0,0.0129626422335417
"242",554458,23,"0","0",0,0.0060978951889737
"243",250348,63,"0","0",0,0.080210977976581
"244",511967,22,"0","0",0,0.00604872621751188
"245",949589,69,"0","1",1,0.96473066340423
"246",179693,62,"1","1",1,0.898300275327003
"247",313409,38,"0","0",0,0.00771235057074592
"248",221757,29,"0","0",0,0.00425678659046522
"249",711108,82,"0","1",0,0.279693562860898
"250",600256,71,"0","1",1,0.576088495838901
"251",828504,34,"0","0",0,0.0138235145323084
"252",474523,35,"0","0",0,0.00718234086308483
"253",354493,68,"0","0",0,0.0327169218846006
"254",747725,45,"0","1",1,0.492600817321225
"255",609637,55,"0","0",0,0.0309294771797357
"256",322289,63,"0","0",1,0.461233115046494
"257",863179,62,"0","0",0,0.341521512540524
"258",462306,46,"0","0",0,0.0621753468210033
"259",850,52,"0","1",1,0.441254531142247
"260",331982,57,"0","0",0,0.00878495861378473
"261",104736,31,"0","0",0,0.0089686110701927
"262",466010,48,"0","0",1,0.447637917646234
"263",363198,21,"0","0",0,0.00507389907954691
"264",846661,25,"0","0",0,0.0115671675062491
"265",930926,86,"0","0",0,0.0375418268556579
"266",760649,45,"0","0",1,0.571649306683172
"267",722935,58,"1","1",1,0.992970997341293
"268",626297,25,"0","0",0,0.00456813572908638
"269",173677,64,"0","0",0,0.0111818785902583
"270",527985,50,"0","1",0,0.167173630232946
"271",905751,90,"1","1",1,0.995173396108484
"272",767102,33,"0","0",0,0.00618179447257909
"273",514864,31,"0","0",0,0.318273943685423
"274",549469,24,"0","0",0,0.00685040719533448
"275",294713,46,"0","0",0,0.145076355981576
"276",621598,25,"0","0",0,0.00770599811358919
"277",277536,23,"0","0",0,0.00677309110531738
"278",630716,64,"0","1",1,0.49982123328019
"279",367078,58,"0","0",0,0.0107149560347167
"280",968343,72,"0","0",0,0.0191955888522848
"281",881755,56,"1","1",1,0.988539315618157
"282",317505,68,"0","0",0,0.0129001474689736
"283",654264,82,"0","0",1,0.584286363358107
"284",102908,82,"0","1",1,0.777737272144645
"285",154974,72,"0","0",0,0.00909128854945118
"286",55629,89,"0","0",0,0.0199543622443941
"287",239724,67,"1","0",1,0.465546083128257
"288",1043205,79,"0","0",1,0.640249923038692
"289",498945,38,"0","0",0,0.00799874900692765
"290",1089971,80,"1","1",1,0.994391381005337
"291",683709,71,"0","0",0,0.0153743246104538
"292",692229,48,"0","0",0,0.390884575849226
"293",738248,71,"0","0",0,0.0361919829098656
"294",952890,25,"0","0",0,0.010750340363363
"295",436449,67,"0","1",1,0.530358383954493
"296",1013782,89,"1","1",1,0.997126841682509
"297",643815,36,"0","0",0,0.00635633275177885
"298",404170,59,"0","0",1,0.571376070169585
"299",675199,63,"0","0",0,0.00790543119564603
"300",212637,33,"0","0",0,0.35771519888367
"301",291031,48,"0","0",1,0.490888275235069
"302",287959,41,"0","0",0,0.248011962858351
"303",285573,45,"0","0",0,0.356388469070252
"304",749527,51,"1","1",1,0.991678566269992
"305",1100057,63,"0","0",0,0.0503098218116494
"306",150406,69,"0","0",0,0.0157755455951212
"307",177357,40,"0","1",1,0.462880888909411
"308",1050725,59,"0","0",0,0.0154056022712876
"309",756413,48,"0","0",0,0.0211115245390584
"310",6559,47,"0","0",0,0.0169670906823745
"311",1096802,57,"0","0",0,0.0285287279521897
"312",607428,53,"0","0",0,0.00936222206613528
"313",930869,30,"0","0",0,0.00715535688616294
"314",54848,72,"0","0",0,0.0138579330874663
"315",125261,68,"0","0",0,0.0135388213618706
"316",982720,56,"0","0",1,0.404388746632594
"317",681713,59,"0","0",0,0.00907496990893969
"318",903484,63,"1","1",1,0.994213547279062
"319",576106,30,"0","0",0,0.00589886121239771
"320",452279,75,"1","1",1,0.603383476415491
"321",405853,55,"0","0",0,0.0326012415643041
"322",581554,53,"0","0",0,0.0081352287520013
"323",579305,27,"0","0",0,0.00883904832292467
"324",450612,68,"0","1",1,0.51957390525188
"325",591751,63,"0","0",0,0.277755570041199
"326",608509,83,"0","1",1,0.969783938987263
"327",353620,28,"0","0",0,0.00597534446355298
"328",328416,36,"0","0",0,0.00948464959249938
"329",883942,60,"0","0",0,0.0107763484913343
"330",144224,48,"0","0",0,0.0155301406284163
"331",886396,34,"0","1",0,0.395157520755339
"332",158332,49,"1","1",1,0.797034697240974
"333",978728,76,"0","0",0,0.0206627810829666
"334",206758,57,"0","0",0,0.0108998511441343
"335",1007017,49,"1","1",1,0.992039668637691
"336",561819,31,"0","0",0,0.0152147886256437
"337",1023897,58,"0","0",1,0.562845205044233
"338",1041894,39,"0","1",0,0.144914524167233
"339",697714,40,"0","0",0,0.0119576250689012
"340",139095,53,"0","1",0,0.340123531068762
"341",923702,40,"0","0",0,0.0296313393853966
"342",464207,43,"0","0",0,0.0109177440883178
"343",972535,21,"0","0",0,0.00456026910818799
"344",175048,60,"0","0",0,0.0177811495822979
"345",317236,64,"0","1",1,0.582548329439079
"346",892548,66,"0","0",1,0.505881553572268
"347",958610,66,"1","1",1,0.993405844902814
"348",1071294,73,"1","1",1,0.993245163529056
"349",427776,36,"0","0",0,0.00540624149464014
"350",803681,41,"0","0",1,0.51159584215208
"351",677881,51,"0","0",0,0.0104280645973487
"352",1019846,20,"0","0",0,0.00861472050465673
"353",268539,40,"0","0",0,0.0157627936773232
"354",106128,71,"0","1",1,0.525608887370395
"355",321828,40,"0","0",0,0.00808664831158442
"356",460633,28,"0","0",0,0.00908157114745087
"357",590682,36,"0","0",1,0.464555104754352
"358",436742,24,"0","0",0,0.00475333538255353
"359",515609,78,"0","0",0,0.126765679540906
"360",551600,73,"0","0",0,0.0135602494343745
"361",902584,64,"0","0",0,0.218409116836233
"362",267666,63,"0","1",1,0.958280681600894
"363",2005,61,"0","0",0,0.00697647022466322
"364",210114,68,"0","0",1,0.551411207948744
"365",593634,46,"0","0",0,0.00787872686203818
"366",965246,54,"0","1",1,0.647102346583182
"367",754856,55,"0","0",0,0.0111864721513935
"368",825105,87,"0","1",1,0.96892122621286
"369",445473,55,"0","0",0,0.00804445665766046
"370",779843,65,"1","1",1,0.876657241179533
"371",698179,68,"0","0",0,0.0148105416777096
"372",746143,68,"0","0",0,0.260629496039058
"373",216890,27,"0","0",0,0.0055788043866002
"374",103740,25,"0","0",0,0.00810585748005908
"375",926027,41,"0","0",0,0.00995250653281166
"376",231939,28,"0","0",0,0.00785592441645196
"377",197106,59,"0","0",0,0.0151220031113379
"378",496762,35,"0","1",0,0.231094527246178
"379",509725,24,"0","0",0,0.00530935208901403
"380",122623,73,"0","0",0,0.150449294472672
"381",384816,27,"0","0",0,0.00408475031849783
"382",884618,54,"1","1",1,0.993143889852184
"383",332668,43,"0","0",1,0.556003835650995
"384",1082162,61,"0","0",1,0.542192299696907
"385",128814,75,"0","0",0,0.229973717110748
"386",96823,73,"0","1",1,0.601680944202452
"387",780036,88,"0","1",1,0.685431872674172
"388",859421,68,"0","0",0,0.0112408534970148
"389",475607,22,"0","0",0,0.00878943430340035
"390",572099,43,"0","0",0,0.14343474064964
"391",116585,81,"0","0",1,0.66308076578061
"392",1041352,21,"0","0",0,0.0057351792838654
"393",326517,84,"0","0",0,0.0211436137926089
"394",867272,68,"0","0",0,0.016461318882829
"395",536760,74,"0","1",1,0.972353067862504
"396",914480,68,"0","0",0,0.0585844896089856
"397",1082313,30,"0","0",0,0.0207409689166937
"398",883355,62,"0","0",0,0.342139792493382
"399",338533,55,"0","1",0,0.121427392980531
"400",283102,70,"0","1",1,0.981645501953786
"401",188920,45,"0","0",0,0.284787882724719
"402",384843,23,"0","0",0,0.00526451332571044
"403",766006,67,"0","0",1,0.461784432599034
"404",1032910,74,"0","0",0,0.0224898125959275
"405",359035,33,"0","0",0,0.00551519241551156
"406",1075263,60,"0","0",1,0.577932227264266
"407",860299,68,"0","0",0,0.0753371962272407
"408",1044883,68,"0","0",0,0.287224296778126
"409",990809,22,"0","0",0,0.0066010843027746
"410",468074,33,"0","0",0,0.0139823469276385
"411",465100,21,"0","0",0,0.009608582012458
"412",868282,60,"0","1",0,0.106721341431797
"413",514467,62,"0","0",0,0.0123703615742775
"414",346424,23,"0","0",0,0.00696722263471369
"415",8283,67,"1","1",1,0.929069689013393
"416",364714,26,"0","0",0,0.00430678037064358
"417",493839,25,"0","0",0,0.00611296358872997
"418",270726,27,"0","0",0,0.00749288427591438
"419",818968,62,"0","0",1,0.514976080971872
"420",451455,52,"0","0",0,0.0112758143529266
"421",410945,20,"0","0",0,0.00424190973170656
"422",263082,62,"0","0",0,0.219051550596772
"423",453134,46,"0","0",0,0.00965964473675397
"424",470894,53,"0","0",0,0.0131911222644342
"425",2561,28,"0","0",0,0.0102014846614885
"426",637530,41,"1","1",1,0.973271016444723
"427",463352,33,"0","0",0,0.0073678398537506
"428",892395,70,"0","0",0,0.238874153629527
"429",839299,43,"0","0",0,0.00800010726854259
"430",382923,29,"0","0",0,0.00454687215670819
"431",785944,50,"0","0",0,0.0783610039435297
"432",36355,51,"0","0",0,0.0163651636548531
"433",273969,42,"1","1",0,0.0698671577793929
"434",1002976,46,"1","1",1,0.90481948707643
"435",551117,44,"0","0",0,0.315997107365756
"436",227150,24,"0","0",0,0.00622158115902884
"437",1061949,25,"0","0",0,0.00962831363263713
"438",83940,35,"0","0",0,0.0149071679849937
"439",238596,79,"1","1",1,0.887133477475599
"440",580180,59,"0","0",0,0.129810983666364
"441",467447,68,"0","0",0,0.0164766140538458
"442",629452,43,"0","0",0,0.0577593093230143
"443",92932,49,"0","1",1,0.565755647047914
"444",1074092,65,"0","1",1,0.548167484226295
"445",503970,51,"0","0",0,0.00863532738707017
"446",335170,55,"0","0",0,0.012042640036743
"447",384918,73,"1","0",1,0.994527980476649
"448",1011209,28,"0","0",0,0.0129185347212745
"449",614185,47,"0","0",0,0.123381283061894
"450",166317,52,"0","0",1,0.454848156914892
"451",453940,68,"0","0",1,0.531773470403017
"452",343423,69,"0","0",0,0.0150755808438937
"453",421652,53,"0","1",1,0.551174806086359
"454",800235,38,"0","0",0,0.0176162249781146
"455",322718,36,"0","1",1,0.413385934107301
"456",264045,34,"0","0",0,0.00750775853034996
"457",818098,32,"0","0",0,0.0134208298584235
"458",535092,61,"0","0",0,0.0130006134749132
"459",674987,65,"1","1",1,0.993336507116698
"460",903841,72,"0","0",1,0.609333852795615
"461",93418,53,"0","0",1,0.62562804487341
"462",1028827,37,"0","0",0,0.225885566051121
"463",943249,21,"0","0",0,0.00770829520823556
"464",302916,59,"0","0",0,0.0281423185001643
"465",150750,36,"0","0",0,0.00673177708089728
"466",1045697,47,"0","0",1,0.487053628928537
"467",335937,82,"0","1",1,0.663065731546222
"468",806700,46,"0","1",1,0.541607529127536
"469",663770,68,"0","1",1,0.958589421869123
"470",1091586,86,"0","0",1,0.548007250889471
"471",831852,81,"0","1",1,0.614269699709413
"472",297837,58,"0","0",0,0.0257838691111646
"473",717949,51,"0","0",0,0.0104902490360569
"474",906503,54,"1","1",1,0.991726199595072
"475",950395,41,"0","0",0,0.0101401497766382
"476",109702,48,"0","0",0,0.00747696846964657
"477",306025,33,"0","0",0,0.00518803180981672
"478",447930,21,"0","0",0,0.0074608346460705
"479",84087,45,"0","0",0,0.00698446925344721
"480",43034,35,"0","0",0,0.00854009709674985
"481",241945,42,"0","0",0,0.00942674734144535
"482",548687,52,"0","1",1,0.590929804328622
"483",92015,59,"1","1",1,0.993386929420975
"484",643402,29,"0","0",0,0.00429967466418398
"485",824469,35,"0","0",0,0.00733483808561027
"486",459551,82,"0","1",1,0.971053174699912
"487",65223,59,"0","0",0,0.0117046412312678
"488",61885,79,"0","0",0,0.0248126977091058
"489",28863,30,"0","0",0,0.00874652804722657
"490",346193,52,"0","0",0,0.0146930109257718
"491",768374,28,"0","0",0,0.00664735453180825
"492",1046105,42,"0","0",0,0.0130142419317972
"493",418960,60,"0","0",0,0.133479184079941
"494",921499,59,"1","1",1,0.879257353986702
"495",942951,45,"0","1",1,0.944045773982116
"496",19943,70,"0","0",0,0.0119618857980375
"497",902005,36,"0","0",0,0.30865806005336
"498",349764,55,"0","0",1,0.416263889824683
"499",1071768,68,"0","0",0,0.0238931499798221
"500",333347,61,"1","1",1,0.897789866059428
"501",1002390,51,"0","1",1,0.970575035800276
"502",391703,78,"0","0",0,0.0107431804601765
"503",336517,81,"0","0",0,0.0270463923673665
"504",773868,80,"0","0",0,0.0761591598590442
"505",399446,31,"0","0",0,0.00596207315181974
"506",97615,55,"0","0",0,0.0141024278622439
"507",147951,47,"1","1",1,0.72257914908427
"508",870736,63,"0","0",0,0.0599610668556898
"509",600088,51,"0","0",1,0.650923998185384
"510",590901,25,"0","0",0,0.00758865663230941
"511",287104,27,"0","0",0,0.00671535900331787
"512",472303,81,"0","0",0,0.140832047082796
"513",1103120,57,"0","0",0,0.0349418842158283
"514",294359,53,"0","0",0,0.0240315796950124
"515",122543,46,"0","1",0,0.327973753937262
"516",811006,44,"0","0",0,0.286685248479383
"517",1060561,71,"0","0",1,0.728626646456461
"518",80659,25,"0","0",0,0.00806095204673672
"519",553025,56,"0","1",1,0.533634049476671
"520",1035850,41,"0","0",0,0.0201044137577343
"521",948187,69,"0","0",0,0.0110784296543293
"522",46005,54,"0","0",0,0.0152505494124526
"523",637050,26,"0","0",0,0.00631620210494242
"524",998696,26,"0","0",0,0.00785670289869415
"525",508974,85,"0","0",0,0.0414948050842109
"526",761157,32,"0","0",0,0.0142393278602542
"527",477685,27,"0","0",0,0.00805522521535205
"528",955829,39,"0","0",0,0.00804311419120204
"529",440669,58,"0","1",1,0.413072695048978
"530",138536,56,"0","0",0,0.173811693792637
"531",1077513,67,"0","1",0,0.0526235028220459
"532",344036,47,"0","0",0,0.0102296052440289
"533",774691,74,"0","0",0,0.0338153540160066
"534",741082,39,"0","0",0,0.00925319240844318
"535",345767,22,"0","0",0,0.00395356651077645
"536",755730,59,"0","1",1,0.547000533215553
"537",593846,31,"0","0",0,0.128827792702939
"538",558433,54,"0","0",0,0.0114531139287873
"539",81780,61,"0","0",0,0.0139062788034661
"540",816898,58,"1","1",1,0.995506794141421
"541",1085576,65,"0","0",1,0.538043272887095
"542",390443,29,"0","0",0,0.00653475519861184
"543",295416,71,"0","0",1,0.552429964667449
"544",423382,30,"0","0",0,0.0699236921708311
"545",153456,26,"0","0",0,0.0102543339237436
"546",706290,47,"0","0",0,0.00759904645226475
"547",763876,29,"0","0",0,0.00801206307886156
"548",301592,58,"0","0",0,0.0815575473521432
"549",529088,55,"0","0",0,0.23199942248241
"550",367704,40,"0","1",0,0.157483206338028
"551",144710,55,"0","0",0,0.0174084402600341
"552",204322,27,"0","0",0,0.00730023723296678
"553",161684,25,"0","0",0,0.00568405960505117
"554",803163,58,"0","0",1,0.607047043166989
"555",857030,26,"0","0",0,0.0084740026367613
"556",116087,81,"0","0",0,0.0109645735226935
"557",859472,60,"0","1",1,0.962105451684496
"558",137363,47,"0","0",0,0.0141454731239941
"559",1030440,55,"0","1",1,0.641887199710714
"560",392366,29,"0","0",0,0.0104656808732406
"561",436959,63,"0","0",0,0.018424670581643
"562",80307,49,"0","0",0,0.305977413771585
"563",306609,75,"0","0",0,0.116758257446562
"564",601955,58,"0","0",0,0.0325344945547861
"565",423738,45,"0","0",0,0.00468631536310865
"566",1100834,30,"0","0",0,0.00628506897488427
"567",449383,50,"0","0",0,0.00828810977156613
"568",784444,71,"0","0",0,0.265927742201047
"569",4286,33,"0","0",0,0.00645704314331247
"570",174449,61,"0","0",0,0.0183441211810985
"571",1040682,68,"0","0",0,0.0286940460167635
"572",152172,64,"0","1",0,0.396449245511819
"573",1070918,22,"0","0",0,0.00696885545757679
"574",1012053,35,"0","0",0,0.0194325311547932
"575",395623,20,"0","0",0,0.00370225232449825
"576",250333,74,"0","0",0,0.0233294023533936
"577",39376,35,"0","0",0,0.0198850490744075
"578",1003713,53,"0","0",0,0.0423020393053087
"579",758136,23,"0","0",0,0.00864788034330568
"580",538591,78,"0","0",0,0.0160229639621427
"581",371200,72,"0","0",0,0.0271974128986858
"582",194434,52,"0","1",1,0.955705819548066
"583",593795,25,"0","0",0,0.00702076630471781
"584",938571,48,"0","0",0,0.00668612546038016
"585",163306,70,"0","0",0,0.0138944336244321
"586",880407,82,"1","1",1,0.995713428683219
"587",108350,70,"0","0",0,0.0516872062422029
"588",666741,82,"0","0",0,0.269962692208004
"589",493115,44,"0","1",0,0.0192709965877995
